Array Length, Radix Sort, QR Sort
574000,11.766667,8.466667
575000,11.6,8.266667
576000,11.333333,8.733333
577000,11.566667,8.733333
578000,11.833333,8.766667
579000,11.8,8.9
580000,11.333333,8.033333
581000,11.7,8.633333
582000,11.633333,8.6
583000,12.033333,9.033333
584000,11.633333,8.9
585000,11.5,8.566667
586000,12.366667,8.966667
587000,12.033333,8.8
588000,12,8.733333
589000,11.866667,8.833333
590000,11.6,8.3
591000,12.166667,8.933333
592000,12,8.933333
593000,11.933333,8.833333
594000,12.033333,9.1
595000,11.8,8.733333
596000,12.033333,8.933333
597000,12.133333,8.866667
598000,12.133333,8.866667
599000,12.066667,8.966667
600000,11.633333,8.7
601000,12.066667,9.033333
602000,12.266667,8.933333
603000,12.4,9.033333
604000,12.066667,9.033333
605000,12.1,8.766667
606000,12.2,9.466667
607000,12.266667,8.966667
608000,12.333333,9.1
609000,12.533333,9.166667
610000,11.8,8.7
611000,12.433333,9.2
612000,12.566667,9.266667
613000,12.366667,9.2
614000,12.3,9.366667
615000,12.333333,8.966667
616000,12.566667,9.366667
617000,12.633333,9.433333
618000,12.666667,9.233333
619000,12.6,9.166667
620000,12.3,9.1
621000,12.7,9.466667
622000,12.933333,9.533333
623000,12.933333,9.233333
624000,12.733333,9.466667
625000,13.1,10.1
626000,12.4,9.333333
627000,12.833333,9.5
628000,12.9,9.366667
629000,12.6,9.533333
630000,12.166667,8.9
631000,12.9,9.6
632000,12.7,9.466667
633000,12.933333,10
634000,12.9,9.666667
635000,12.833333,9.3
636000,14.9,11
637000,13.3,9.8
638000,14.466667,10.833333
639000,15.866667,11.833333
640000,16.766667,15.066667
641000,14.4,10.466667
642000,14.166667,10.4
643000,13.533333,9.866667
644000,13.4,9.966667
645000,13.3,9.766667
646000,13.5,9.766667
647000,13.366667,9.833333
648000,13.6,9.933333
649000,13.433333,10.166667
650000,12.866667,9.533333
651000,13.666667,9.933333
652000,13.733333,10.133333
653000,13.733333,9.966667
654000,13.6,9.933333
655000,13.366667,9.9
656000,13.6,10.2
657000,13.6,10.166667
658000,13.7,10.066667
659000,13.833333,10.1
660000,13.366667,9.533333
661000,14.066667,10.166667
662000,13.766667,10.266667
663000,13.666667,10.3
664000,13.8,10.366667
665000,13.8,9.833333
666000,13.9,10.3
667000,14,10.3
668000,13.633333,10.333333
669000,13.766667,10.333333
670000,13.3,10
671000,13.7,10.233333
672000,14,10.366667
673000,13.966667,10.433333
674000,14.033333,10.633333
675000,14.166667,10.4
676000,14.333333,10.433333
677000,13.866667,10.6
678000,14.066667,10.466667
679000,14,10.5
680000,13.8,10
681000,14.366667,10.566667
682000,14.133333,10.7
683000,14.033333,10.7
684000,14.233333,10.866667
685000,13.8,10.166667
686000,14.633333,10.866667
687000,14.333333,10.566667
688000,14.333333,10.5
689000,14.233333,10.7
690000,13.933333,10
691000,14.633333,10.766667
692000,14.4,10.866667
693000,14.166667,10.533333
694000,14.666667,11
695000,14.4,10.666667
696000,14.433333,10.833333
697000,14.6,10.933333
698000,14.5,10.766667
699000,14.833333,10.866667
700000,14.1,10.166667
701000,14.666667,11
702000,14.666667,10.8
703000,14.766667,10.766667
704000,14.6,10.966667
705000,14.433333,10.433333
706000,14.5,10.866667
707000,14.666667,10.766667
708000,14.533333,10.933333
709000,14.766667,10.866667
710000,14.633333,10.4
711000,14.666667,11.166667
712000,14.866667,10.966667
713000,15.033333,11.1
714000,15.033333,11.133333
715000,14.8,10.9
716000,15,11.266667
717000,14.866667,11.266667
718000,15.133333,11.666667
719000,15.133333,11.3
720000,14.666667,10.6
721000,15.2,11.166667
722000,14.966667,11.233333
723000,15.2,11.2
724000,15.066667,11.266667
725000,14.8,11.033333
726000,15.466667,11.533333
727000,15.233333,11.3
728000,14.966667,11.366667
729000,15.3,11.4
730000,14.866667,10.7
731000,15.4,11.5
732000,15.333333,11.4
733000,15.333333,11.433333
734000,15.5,11.5
735000,15.333333,11.1
736000,15.533333,11.5
737000,15.333333,11.9
738000,15.4,11.6
739000,15.8,15.5
740000,15.233333,11.133333
741000,15.466667,11.533333
742000,15.933333,11.733333
743000,15.7,11.633333
744000,15.833333,12.066667
745000,15.7,11.533333
746000,15.833333,12
747000,16,12.033333
748000,16.266667,12.233333
749000,15.966667,11.9
750000,15.5,11.366667
751000,16.1,12.466667
752000,16.266667,12
753000,15.966667,11.9
754000,15.966667,11.866667
755000,15.766667,11.666667
756000,16,12.033333
757000,15.833333,11.933333
758000,16.166667,12.033333
759000,15.9,11.9
760000,15.4,11.3
761000,15.9,11.933333
762000,15.966667,12.1
763000,16.033333,12.033333
764000,16.066667,12.166667
765000,15.9,11.9
766000,16.2,11.9
767000,16.5,12.366667
768000,16.3,12
769000,16.166667,12.233333
770000,15.8,11.333333
771000,16.5,12.4
772000,16.466667,12.233333
773000,16.433333,12.466667
774000,16.833333,13.133333
775000,16.066667,11.8
776000,16.333333,12.066667
777000,16.466667,12.2
778000,16.866667,12.4
779000,16.4,12.3
780000,16,11.7
781000,16.466667,12.233333
782000,16.333333,12.266667
783000,16.9,12.7
784000,16.566667,12.4
785000,16.5,12.066667
786000,16.8,12.366667
787000,16.733333,12.266667
788000,17.033333,12.433333
789000,16.766667,12.633333
790000,16.566667,12.033333
791000,16.9,12.766667
792000,16.966667,12.733333
793000,17.133333,12.766667
794000,16.8,12.533333
795000,16.633333,12.333333
796000,16.866667,12.733333
797000,17.033333,12.766667
798000,16.733333,12.866667
799000,16.766667,12.766667
800000,24.333333,15.266667
801000,16.866667,13.1
802000,17.2,12.933333
803000,17.033333,12.766667
804000,17,12.8
805000,16.933333,13.033333
806000,17.033333,13.066667
807000,17.266667,13
808000,23.2,13.033333
809000,17.366667,13.066667
810000,17.166667,12.866667
811000,17.366667,13.166667
812000,17.4,13.233333
813000,17.866667,13.633333
814000,17.7,13.2
815000,17.3,13.066667
816000,17.466667,13.433333
817000,17.6,13.333333
818000,17.733333,13.766667
819000,17.633333,13.333333
820000,17.2,12.833333
821000,18.3,13.7
822000,17.766667,13.733333
823000,17.7,13.733333
824000,17.766667,13.5
825000,17.7,13.533333
826000,18.066667,13.866667
827000,17.866667,14
828000,18.2,14
829000,24.166667,14.3
830000,17.433333,13.466667
831000,18.6,14.166667
832000,18.133333,14.1
833000,18.133333,14.033333
834000,18.266667,14.133333
835000,18.133333,13.733333
836000,18.5,14.466667
837000,18.266667,14.2
838000,18.533333,14.2
839000,18.633333,14.366667
840000,18.266667,14.033333
841000,18.666667,14.533333
842000,18.7,14.6
843000,18.966667,14.4
844000,19.033333,14.333333
845000,18.366667,14.5
846000,18.933333,14.466667
847000,18.633333,14.433333
848000,18.933333,14.633333
849000,19.133333,14.9
850000,18.533333,14.2
851000,18.966667,14.833333
852000,19.233333,14.933333
853000,19.233333,15.1
854000,19.133333,14.933333
855000,18.966667,14.733333
856000,19.5,14.966667
857000,25.533333,14.933333
858000,19.433333,14.866667
859000,19.633333,15
860000,18.633333,14.566667
861000,19.733333,15.266667
862000,26,15.366667
863000,19.466667,15.2
864000,19.566667,15.4
865000,19.6,15.066667
866000,19.466667,15.5
867000,19.7,15.433333
868000,19.766667,15.533333
869000,20.066667,15.533333
870000,19.533333,15.2
871000,20,15.533333
872000,19.8,15.6
873000,20.466667,15.7
874000,20,15.766667
875000,19.933333,15.766667
876000,20.233333,16
877000,20.633333,16.2
878000,20.466667,16
879000,20.566667,16.333333
880000,19.8,15.633333
881000,20.366667,16.1
882000,20.533333,16.2
883000,20.333333,16.166667
884000,20.533333,16.2
885000,20.466667,16
886000,20.433333,16.3
887000,20.6,16.366667
888000,20.866667,16.466667
889000,27.166667,16.466667
890000,20.4,15.933333
891000,21.033333,16.566667
892000,20.766667,16.5
893000,20.866667,16.666667
894000,21.033333,16.766667
895000,20.8,16.733333
896000,21.233333,16.866667
897000,21.233333,16.633333
898000,21.366667,18.633333
899000,21.066667,16.9
900000,20.7,16.266667
901000,21.533333,16.9
902000,21.166667,17.666667
903000,21.333333,17.1
904000,21.666667,17.366667
905000,21.766667,17.066667
906000,21.933333,17.333333
907000,21.566667,17.366667
908000,21.7,17.2
909000,21.833333,18.066667
910000,21,16.7
911000,21.766667,17.233333
912000,21.866667,17.8
913000,21.833333,17.666667
914000,23.733333,19
915000,22.533333,18.066667
916000,23.533333,18.5
917000,22.033333,17.633333
918000,22.166667,18
919000,22.8,18.233333
920000,21.5,17.466667
921000,22.433333,18.2
922000,22.3,17.933333
923000,22.5,18.033333
924000,22.433333,18.166667
925000,21.966667,17.866667
926000,22.9,18.7
927000,22.366667,18.4
928000,22.633333,18.3
929000,22.8,18.233333
930000,22.2,17.733333
931000,23,18.366667
932000,22.666667,18.533333
933000,22.866667,18.566667
934000,22.8,18.8
935000,22.533333,18.133333
936000,22.766667,18.666667
937000,22.833333,18.6
938000,23.033333,18.766667
939000,23.3,18.566667
940000,22.533333,18.166667
941000,23.266667,19.233333
942000,23.433333,18.666667
943000,23.2,18.866667
944000,23.333333,19.133333
945000,23.1,18.9
946000,23.566667,19.1
947000,23.333333,19.166667
948000,23.7,19.233333
949000,23.6,19.2
950000,22.566667,18.466667
951000,23.433333,19.4
952000,23.9,19.5
953000,24.733333,19.766667
954000,23.666667,19.666667
955000,23.6,19.033333
956000,24.333333,19.5
957000,24,19.566667
958000,23.966667,19.933333
959000,24.133333,19.766667
960000,27.6,26
961000,24,19.833333
962000,24.466667,20.033333
963000,24.1,20.133333
964000,24.8,20.1
965000,23.966667,19.7
966000,24.5,20.033333
967000,24.5,20.3
968000,24.466667,20.2
969000,24.7,19.966667
970000,23.566667,19.433333
971000,24.766667,20.6
972000,24.733333,20.266667
973000,24.9,20.633333
974000,24.833333,20.733333
975000,24.666667,20.366667
976000,25.133333,20.933333
977000,25.3,20.566667
978000,25,20.933333
979000,25,20.366667
980000,24.233333,19.966667
981000,25.4,20.566667
982000,25.4,21.1
983000,25.3,20.866667
984000,25.333333,21.266667
985000,24.966667,20.833333
986000,25.333333,20.833333
987000,25.2,21.233333
988000,25.4,21
989000,25.566667,20.933333
990000,24.333333,20.466667
991000,25.733333,21.366667
992000,25.766667,21.3
993000,25.7,21.333333
994000,25.866667,21.666667
995000,25.266667,21.066667
996000,26.266667,21.433333
997000,26.1,21.8
998000,26.033333,21.6
999000,26.166667,21.566667
1000000,25.4,21.233333
1001000,26.233333,22.066667
1002000,26.633333,21.833333
1003000,26.566667,21.9
1004000,26.6,21.966667
1005000,25.933333,21.766667
1006000,26.466667,21.9
1007000,26.533333,22.033333
1008000,26.766667,22.266667
1009000,26.566667,22.066667
1010000,26.066667,21.466667
1011000,26.733333,22.466667
1012000,26.733333,22.333333
1013000,26.833333,22.666667
1014000,26.733333,22.6
1015000,26.166667,21.633333
1016000,26.8,22.5
1017000,27.4,22.666667
1018000,27.133333,22.9
1019000,26.833333,22.5
1020000,26.1,21.833333
1021000,27.166667,22.7
1022000,27.6,22.933333
1023000,27.333333,22.733333
1024000,27.333333,22.933333
1025000,27,22.533333
1026000,27.466667,23.033333
1027000,27.633333,23.066667
1028000,27.466667,23.366667
1029000,27.7,23.2
1030000,34.166667,22.333333
1031000,27.933333,23.2
1032000,27.7,23.633333
1033000,27.833333,23.2
1034000,27.966667,23.333333
1035000,27.333333,22.933333
1036000,28.666667,23.833333
1037000,28.4,23.7
1038000,27.966667,23.566667
1039000,28.1,23.633333
1040000,27.066667,22.766667
1041000,28.5,23.766667
1042000,29.3,24.2
1043000,28.5,23.766667
1044000,28.533333,23.866667
1045000,27.966667,23.4
1046000,28.866667,24.3
1047000,29.1,24.466667
1048000,28.866667,24.033333
1049000,28.833333,24.1
1050000,27.7,23.133333
1051000,28.933333,24.333333
1052000,29.1,24.566667
1053000,28.766667,24.366667
1054000,29.233333,24.266667
1055000,28.733333,23.833333
1056000,29.266667,24.466667
1057000,29.3,24.633333
1058000,29.233333,24.333333
1059000,29.666667,24.7
1060000,28.166667,23.7
1061000,29.766667,25.066667
1062000,29.7,24.866667
1063000,29.633333,24.866667
1064000,29.966667,25.1
1065000,29.2,24.5
1066000,29.766667,24.866667
1067000,29.533333,25.066667
1068000,30.033333,25.233333
1069000,29.933333,25.5
1070000,29.033333,24.133333
1071000,30.166667,25.6
1072000,30.266667,25.466667
1073000,30.133333,25.3
1074000,30.266667,25.6
1075000,29.633333,24.866667
1076000,30.766667,25.666667
1077000,30.5,25.5
1078000,30.7,25.866667
1079000,30.6,25.733333
1080000,29.266667,24.833333
1081000,30.7,26.033333
1082000,30.533333,25.833333
1083000,30.833333,25.9
1084000,31,26.333333
1085000,30.466667,25.666667
1086000,30.933333,26.3
1087000,31.333333,26.4
1088000,31.466667,26.4
1089000,31.2,26.5
1090000,29.9,25.133333
1091000,31.2,26.433333
1092000,31.466667,26.3
1093000,31.3,26.933333
1094000,31.166667,26.7
1095000,30.5,26.3
1096000,31.166667,26.666667
1097000,31.533333,26.9
1098000,31.666667,26.9
1099000,31.4,27.2
1100000,30.066667,25.466667
1101000,31.8,27.233333
1102000,31.3,26.7
1103000,31.766667,27.266667
1104000,31.8,26.933333
1105000,31.166667,26.966667
1106000,31.866667,27.2
1107000,31.9,27.3
1108000,32.1,27.633333
1109000,32.033333,27.533333
1110000,30.766667,26.566667
1111000,31.6,27.666667
1112000,32.4,28.2
1113000,32.6,27.766667
1114000,32.133333,27.9
1115000,31.533333,27.2
1116000,32.433333,28.066667
1117000,32.466667,27.833333
1118000,32.833333,28
1119000,32.5,27.733333
1120000,32.766667,30.333333
1121000,32.933333,28.6
1122000,32.866667,28.166667
1123000,32.766667,28.233333
1124000,33.066667,28.566667
1125000,32.4,27.833333
1126000,38.633333,32.566667
1127000,36.133333,30.333333
1128000,34.766667,29.6
1129000,34.133333,31.166667
1130000,32.266667,28.066667
1131000,33.966667,29.266667
1132000,34.033333,29.6
1133000,34.566667,29.5
1134000,34.566667,29.6
1135000,33.6,28.6
